859/549 _1.56
371+968 _1339
397/498 _0.8
857*575 _492775
864*511 _441504
405-382 _23
569-567 _2
573*204 _116892
382*607 _231874
409/424 _0.96
584+444 _1028
301+249 _550
147/681 _0.22
492+489 _981
381/652 _0.58
642*380 _243960
756+346 _1102
992/156 _6.36
382+579 _961
970*614 _595580
76-876 _-800
743*120 _89160
556+178 _734
657-666 _-9
191*725 _138475
731-882 _-151
520/896 _0.58
425+960 _1385
1000+549 _1549
864*813 _702432
196-206 _-10
272-893 _-621
524-623 _-99
900+644 _1544
614*602 _369628
704*508 _357632
832+573 _1405
64*274 _17536
54-528 _-474
748+417 _1165
28*223 _6244
524*803 _420772
106*678 _71868
188/865 _0.22
765+611 _1376
304*617 _187568
439/411 _1.07
358-456 _-98
12-721 _-709
385/168 _2.29
583/530 _1.1
221*502 _110942
901-595 _306
24/203 _0.12
448/981 _0.46
423+100 _523
320*212 _67840
705*94 _66270
190/49 _3.88
788*569 _448372
514-305 _209
864+530 _1394
908*429 _389532
611/776 _0.79
220+639 _859
363/105 _3.46
56*701 _39256
291+386 _677
760+515 _1275
362-162 _200
192-211 _-19
422*163 _68786
639-430 _209
683*527 _359941
449+330 _779
100+403 _503
211/946 _0.22
35*748 _26180
548*956 _523888
97+237 _334
196-14 _182
327+97 _424
472+153 _625
677*796 _538892
705-592 _113
51*977 _49827
807-762 _45
530-38 _492
324-30 _294
797*939 _748383
349*105 _36645
561/839 _0.67
297+506 _803
22-73 _-51
585/116 _5.04
676/865 _0.78
704*527 _371008
809+78 _887
151/769 _0.2
423/177 _2.39
870/597 _1.46
167+460 _627
506-123 _383
911+13 _924
964/901 _1.07
511+789 _1300
243*873 _212139
494/822 _0.6
235*572 _134420
750/948 _0.79
297-336 _-39
754+994 _1748
650-29 _621
163-855 _-692
848-915 _-67
320/227 _1.41
988-731 _257
315/680 _0.46
259+149 _408
476/228 _2.09
724/209 _3.46
859+569 _1428
984+641 _1625
377+873 _1250
601*699 _420099
632+958 _1590
754*690 _520260
163-543 _-380
250-830 _-580
464+319 _783
973*348 _338604
55+624 _679
925/380 _2.43
946+335 _1281
102-796 _-694
183*664 _121512
166+80 _246
147+44 _191
538+956 _1494
681/176 _3.87
610*750 _457500
50/488 _0.1
642/869 _0.74
100+341 _441
933*564 _526212
864+750 _1614
310/870 _0.36
788-574 _214
786/266 _2.95
983/597 _1.65
811-337 _474
249+534 _783
22-230 _-208
954+943 _1897
344/151 _2.28
274+298 _572
422-708 _-286
540*102 _55080
996+952 _1948
889-845 _44
98*688 _67424
160/114 _1.4
105+147 _252
193+29 _222
309*247 _76323
285/483 _0.59
632-938 _-306
5-646 _-641
265*91 _24115
651*930 _605430
744-387 _357
232*483 _112056
506-792 _-286
681/283 _2.41
824/419 _1.97
574/950 _0.6
240/193 _1.24
812/978 _0.83
827/137 _6.04
526+102 _628
968/69 _14.03
556/360 _1.54
790+449 _1239
60*593 _35580
198+91 _289
577-850 _-273
945*95 _89775
221*739 _163319
781/447 _1.75
400-920 _-520
548+884 _1432
550+719 _1269
676/245 _2.76
131+692 _823
351/955 _0.37
64-589 _-525
238/273 _0.87
462/328 _1.41
735*350 _257250
200*170 _34000
816-832 _-16
265/406 _0.65
19*766 _14554
167*41 _6847
275-641 _-366
836*190 _158840
384/606 _0.63
628*114 _71592
257+639 _896
543+121 _664
474+154 _628
209-891 _-682
401/23 _17.43
691/522 _1.32
891+591 _1482
376*876 _329376
376*816 _306816
349/117 _2.98
358/328 _1.09
626+87 _713
534+965 _1499
98-680 _-582
539-932 _-393
901*608 _547808
627+481 _1108
164+299 _463
73-697 _-624
164+635 _799
79/114 _0.69
279*683 _190557
336-128 _208
971*783 _760293
235*888 _208680
167*773 _129091
348*206 _71688
791-650 _141
8-546 _-538
325/636 _0.51
851+144 _995
516*908 _468528
583-340 _243
380+927 _1307
720*781 _562320
335*587 _196645
913-454 _459
140-418 _-278
76-252 _-176
623+387 _1010
539*149 _80311
484*15 _7260
721/325 _2.22
768-352 _416
520/31 _16.77
225/369 _0.61
255/626 _0.41
592/449 _1.32
287+627 _914
412*557 _229484
516*43 _22188
182-822 _-640
400/675 _0.59
304*673 _204592
642*351 _225342
777*6 _4662
543-179 _364
126*926 _116676
597-542 _55
778-553 _225
484-349 _135
464-193 _271
4*376 _1504
522/840 _0.62
19/74 _0.26
591/858 _0.69
516/582 _0.89
978+976 _1954
872*671 _585112
740-123 _617
964/179 _5.39
232/575 _0.4
983*468 _460044
540*119 _64260
653*665 _434245
923/853 _1.08
964*186 _179304
688+920 _1608
281*186 _52266
855+975 _1830
807*27 _21789
227/571 _0.4
708/750 _0.94
922*104 _95888
307+821 _1128
440*66 _29040
318/678 _0.47
619/475 _1.3
743/481 _1.54
181/848 _0.21
698-684 _14
183+115 _298
126/639 _0.2
976*842 _821792
666+662 _1328
217*132 _28644
940+378 _1318
531-938 _-407
265-731 _-466
549/530 _1.04
996+369 _1365
601*580 _348580
615*748 _460020
662/900 _0.74
816-668 _148
514/780 _0.66
15+869 _884
710-720 _-10
337*933 _314421
244+312 _556
369+649 _1018
193-372 _-179
712/25 _28.48
118*102 _12036
554/682 _0.81
830/293 _2.83
468*175 _81900
783*868 _679644
4+316 _320
177/416 _0.43
414/990 _0.42
123+857 _980
814-568 _246
854-695 _159
272/894 _0.3
98-286 _-188
57+813 _870
580*34 _19720
446*822 _366612
377/858 _0.44
196+143 _339
298-154 _144
710+919 _1629
46/828 _0.06
281-22 _259
531/546 _0.97
443/121 _3.66
85/248 _0.34
466*778 _362548
42-987 _-945
674-642 _32
775-790 _-15
421*741 _311961
345-531 _-186
84*559 _46956
227*321 _72867
891+773 _1664
660-521 _139
535*262 _140170
944*489 _461616
980/669 _1.46
801/353 _2.27
887+886 _1773
337-579 _-242
194*937 _181778
541/899 _0.6
246*181 _44526
843+408 _1251
420/379 _1.11
685+655 _1340
825-173 _652
879/325 _2.7
221-860 _-639
371*109 _40439
535+516 _1051
667-880 _-213
582+403 _985
487+594 _1081
860+422 _1282
740+267 _1007
581*633 _367773
167*882 _147294
730-460 _270
481*383 _184223
320+184 _504
812-293 _519
894+476 _1370
246-178 _68
861+537 _1398
916/17 _53.88
452/379 _1.19
532/962 _0.55
262-288 _-26
900/621 _1.45
109-415 _-306
973/87 _11.18
853*382 _325846
4+666 _670
389-700 _-311
563*873 _491499
385/45 _8.56
863/627 _1.38
130-390 _-260
450+835 _1285
755*933 _704415
16-14 _2
852+15 _867
800-845 _-45
844/274 _3.08
282-779 _-497
123/381 _0.32
11*924 _10164
680*503 _342040
6-208 _-202
565/462 _1.22
156-572 _-416
287-739 _-452
746*573 _427458
898-743 _155
293/381 _0.77
598-14 _584
896/470 _1.91
237-504 _-267
546/193 _2.83
675/505 _1.34
679/390 _1.74
440-625 _-185
493*249 _122757
718+848 _1566
668-740 _-72
369/119 _3.1
970-765 _205
874+165 _1039
428-171 _257
617/868 _0.71
705/446 _1.58
19/93 _0.2
667*933 _622311
969/281 _3.45
496/855 _0.58
45*126 _5670
767-618 _149
923+719 _1642
598-120 _478
912+948 _1860
186*109 _20274
68*47 _3196
579*799 _462621
829*912 _756048
366-418 _-52
787*7 _5509
545-141 _404
114-277 _-163
912*919 _838128
193*467 _90131
800*563 _450400
815-544 _271
748-155 _593
914/828 _1.1
322-670 _-348
701+373 _1074
747/383 _1.95
547-120 _427
442+762 _1204
5+829 _834
342+839 _1181
782*137 _107134
272+160 _432
562/518 _1.08
442*73 _32266
527+273 _800
972-646 _326
788+634 _1422
798*105 _83790
150+586 _736
454-111 _343
207+988 _1195
369-688 _-319
938*862 _808556
448-836 _-388
430/693 _0.62
694-575 _119
291*444 _129204
588/669 _0.88
465-974 _-509
156+49 _205
40-454 _-414
455+943 _1398
65*840 _54600
100*108 _10800
811-633 _178
318*150 _47700
893+507 _1400
340*49 _16660
901-805 _96
734-114 _620
778-22 _756
634/463 _1.37
632-851 _-219
274-188 _86
744+743 _1487
263-263 _0
39/350 _0.11
606/423 _1.43
952/393 _2.42
904/489 _1.85
823*64 _52672
613-847 _-234
160+192 _352
556/576 _0.97
571+140 _711
193+635 _828
646*291 _187986
373*294 _109662
787*1 _787
492*475 _233700
675/532 _1.27
943-954 _-11
123+914 _1037
640+145 _785
158/30 _5.27
405*657 _266085
879-588 _291
726+589 _1315
632+871 _1503
463/161 _2.88
311-881 _-570
500+457 _957
983/280 _3.51
685+497 _1182
651-167 _484
517/4 _129.25
955/84 _11.37
105+998 _1103
412/464 _0.89
429*541 _232089
830*82 _68060
976-578 _398
798/581 _1.37
915/475 _1.93
446*383 _170818
606*506 _306636
706*417 _294402
264*921 _243144
467*869 _405823
455*759 _345345
630+222 _852
176/407 _0.43
590-763 _-173
136*110 _14960
673/680 _0.99
793+755 _1548
335-122 _213
321+665 _986
368-803 _-435
86+852 _938
357-741 _-384
339+843 _1182
327-159 _168
741-297 _444
459+146 _605
13*131 _1703
991/312 _3.18
292*561 _163812
593/818 _0.72
371/688 _0.54
64+31 _95
440+416 _856
463+705 _1168
589-224 _365
134*708 _94872
391*811 _317101
374/596 _0.63
262*507 _132834
904*91 _82264
863*356 _307228
303+352 _655
942+908 _1850
942+788 _1730
455/604 _0.75
527*222 _116994
228*221 _50388
729/333 _2.19
315-529 _-214
873/610 _1.43
188*877 _164876
549-916 _-367
545+923 _1468
414-974 _-560
208+37 _245
121+344 _465
170/137 _1.24
51-507 _-456
329+69 _398
40/443 _0.09
40-581 _-541
642-783 _-141
140-92 _48
936/966 _0.97
543*721 _391503
272+447 _719
203*416 _84448
644+14 _658
64/542 _0.12
158-31 _127
485*784 _380240
49+433 _482
601+343 _944
166-704 _-538
306+325 _631
77*969 _74613
582*447 _260154
485+569 _1054
777*815 _633255
448*343 _153664
506-181 _325
411/465 _0.88
758/133 _5.7
540/5 _108.0
417-363 _54
809+57 _866
421-156 _265
156*121 _18876
747/182 _4.1
189+471 _660
833-802 _31
499+939 _1438
928-720 _208
180/313 _0.58
512*922 _472064
85+61 _146
774+135 _909
34/967 _0.04
271-998 _-727
731/318 _2.3
592*156 _92352
771+585 _1356
254*36 _9144
451/158 _2.85
176/608 _0.29
56-901 _-845
313/502 _0.62
90/83 _1.08
157+42 _199
162/56 _2.89
87-510 _-423
375*408 _153000
452/812 _0.56
722-579 _143
94/596 _0.16
133+771 _904
686*185 _126910
482-481 _1
84+191 _275
30-628 _-598
841*645 _542445
118-576 _-458
823*303 _249369
292+288 _580
770-172 _598
795-668 _127
443*868 _384524
621+490 _1111
913/220 _4.15
542-729 _-187
244-723 _-479
736+305 _1041
415-522 _-107
74/716 _0.1
358+222 _580
702/224 _3.13
913/116 _7.87
743*758 _563194
336+140 _476
689+43 _732
961+65 _1026
337/315 _1.07
550-367 _183
271-539 _-268
28-103 _-75
10+499 _509
413*826 _341138
308/613 _0.5
948/991 _0.96
305*997 _304085
898/753 _1.19
108-50 _58
747*750 _560250
17+472 _489
925*331 _306175
786/800 _0.98
117*278 _32526
716+514 _1230
455+262 _717
376/834 _0.45
463-520 _-57
738+836 _1574
67/76 _0.88
105/892 _0.12
825*788 _650100
465+326 _791
927/348 _2.66
331+630 _961
772+274 _1046
767/965 _0.79
467-416 _51
539+766 _1305
682/318 _2.14
641+455 _1096
768+419 _1187
202*353 _71306
816*171 _139536
333*234 _77922
425*266 _113050
331/116 _2.85
284*765 _217260
899/866 _1.04
306/458 _0.67
643*792 _509256
503/338 _1.49
596-918 _-322
626*840 _525840
728*418 _304304
837/886 _0.94
302/698 _0.43
247/353 _0.7
870*194 _168780
502+3 _505
822+54 _876
378/176 _2.15
311*599 _186289
353+523 _876
985+555 _1540
433/71 _6.1
673*899 _605027
379-252 _127
852/896 _0.95
769*849 _652881
19/182 _0.1
676/255 _2.65
733/89 _8.24
534-414 _120
368+452 _820
372-233 _139
218*166 _36188
1+459 _460
58-684 _-626
339*12 _4068
848-692 _156
471*607 _285897
746*926 _690796
776*425 _329800
876*245 _214620
215/982 _0.22
540+952 _1492
597*772 _460884
223*794 _177062
775+748 _1523
465*699 _325035
152*963 _146376
375-56 _319
691+558 _1249
462-505 _-43
402*935 _375870
672+604 _1276
579/863 _0.67
604/403 _1.5
740-159 _581
862/502 _1.72
810*694 _562140
381/775 _0.49
543+671 _1214
203-190 _13
747+82 _829
192+645 _837
158*103 _16274
597/756 _0.79
799-60 _739
3-487 _-484
467*54 _25218
369/548 _0.67
463*363 _168069
715/612 _1.17
906+127 _1033
970-161 _809
348*834 _290232
453-465 _-12
487/219 _2.22
923+164 _1087
308-735 _-427
772/151 _5.11
536*396 _212256
122*425 _51850
276-816 _-540
842*644 _542248
288-963 _-675
198*447 _88506
853+493 _1346
382-61 _321
11/531 _0.02
528+978 _1506
916-563 _353
554*824 _456496
111/785 _0.14
704-812 _-108
15-613 _-598
625/267 _2.34
785*44 _34540
220*104 _22880
173+535 _708
600-323 _277
394-889 _-495
686/135 _5.08
455*609 _277095
982-607 _375
931/683 _1.36
263+431 _694
110*883 _97130
606-477 _129
244*96 _23424
622*493 _306646
68+928 _996
805*238 _191590
684/809 _0.85
266/981 _0.27
407*988 _402116
912/329 _2.77
650+453 _1103
501/379 _1.32
237+990 _1227
436-569 _-133
468*439 _205452
235*299 _70265
471/420 _1.12
215*177 _38055
935-951 _-16
230/720 _0.32
922-192 _730
4-198 _-194
464*684 _317376
733+219 _952
495+38 _533
423*702 _296946
47+728 _775
27+563 _590
516*582 _300312
675*231 _155925
565+291 _856
88/583 _0.15
80*826 _66080
691-929 _-238
661*939 _620679
193*760 _146680
832*677 _563264
30+481 _511
854+763 _1617
561+344 _905
267+339 _606
376*148 _55648
531*386 _204966
270+946 _1216
171-646 _-475
759/266 _2.85
266/771 _0.35
83-945 _-862
269*955 _256895
608*225 _136800
999+996 _1995
757-32 _725
994/960 _1.04
94*317 _29798
601-407 _194
504+17 _521
1000*823 _823000
701*119 _83419
606/478 _1.27
239/77 _3.1
73-726 _-653
658-246 _412
115+149 _264
329-324 _5
277/741 _0.37
878-664 _214
230*343 _78890
350*830 _290500
702*247 _173394
150/493 _0.3
185-497 _-312
809-960 _-151
67/961 _0.07
793+211 _1004
29+459 _488
499+705 _1204
626+350 _976
283*324 _91692
876-513 _363
251/280 _0.9
949*747 _708903
396/30 _13.2
356/983 _0.36
93*50 _4650
469-850 _-381
546/617 _0.88
570/203 _2.81
622/491 _1.27
210-998 _-788
964-822 _142
566-743 _-177
645+407 _1052
163-94 _69
223/914 _0.24
49/642 _0.08
954/496 _1.92
719/82 _8.77
984-121 _863
344*139 _47816
151+783 _934
838*830 _695540
605+824 _1429
777/670 _1.16
310/778 _0.4
455-206 _249
946-188 _758
268/794 _0.34
222-646 _-424
869+204 _1073
917/88 _10.42
656+280 _936
369*523 _192987
34-464 _-430
828-896 _-68
227/914 _0.25
673/66 _10.2
851+404 _1255
836*14 _11704
232/862 _0.27
434-778 _-344
441+637 _1078
455*686 _312130
834*676 _563784
69/846 _0.08
67/604 _0.11
474/876 _0.54
668/407 _1.64
212+252 _464
398/453 _0.88
846*180 _152280
376+506 _882
759/335 _2.27
795/20 _39.75
137-970 _-833
911*672 _612192
754*165 _124410
586/590 _0.99
66*313 _20658
273+224 _497
783-705 _78
700-59 _641
127*282 _35814
244*196 _47824
661/196 _3.37
624-350 _274
29*722 _20938
284*285 _80940
309-208 _101
863-72 _791
144*29 _4176
922-159 _763
413*949 _391937
453/248 _1.83
995*783 _779085
367+374 _741
619+967 _1586
356*39 _13884
91/943 _0.1
834-130 _704
653-120 _533
684/614 _1.11
93/155 _0.6
80/633 _0.13
785/41 _19.15
740+757 _1497
536+177 _713
379*551 _208829
145*706 _102370
336-902 _-566
528*24 _12672
416/322 _1.29
55+589 _644
750*424 _318000
128+24 _152
604-761 _-157
290/298 _0.97
751*695 _521945
846/82 _10.32
267-966 _-699
574+464 _1038
339*229 _77631
673/235 _2.86
698*952 _664496
550/6 _91.67
625*458 _286250
678+845 _1523
801+734 _1535
626-88 _538
89/914 _0.1
96/554 _0.17
174/652 _0.27
943+470 _1413
270+680 _950
194*784 _152096
205+844 _1049
804-748 _56
625*396 _247500
312+308 _620
80+330 _410
128+17 _145
584-930 _-346
264+817 _1081
402/79 _5.09
235-364 _-129
987+695 _1682
535+951 _1486
147-726 _-579
227/65 _3.49
724+586 _1310
505+564 _1069
448/804 _0.56
931-567 _364
587/101 _5.81
868+79 _947
913+252 _1165
281-529 _-248
372+141 _513
521/801 _0.65
490+131 _621
164+500 _664
879/524 _1.68
422-625 _-203
126*61 _7686
720/348 _2.07
62/8 _7.75
961*280 _269080
296*347 _102712
594-761 _-167
11/105 _0.1
476-853 _-377
718-792 _-74
515/632 _0.81
536-374 _162
219-845 _-626
393*197 _77421
729/684 _1.07
512/96 _5.33
556-271 _285
383+737 _1120
804/778 _1.03
868+845 _1713
906+671 _1577
962-532 _430
992*707 _701344
511/617 _0.83
587+423 _1010
841-938 _-97
382-657 _-275
364*10 _3640
330-995 _-665
944-30 _914
499/766 _0.65
778*993 _772554
734*994 _729596
631+728 _1359
669/846 _0.79
7/431 _0.02
200*243 _48600
620*334 _207080
240-862 _-622
280+982 _1262
189*902 _170478
268-543 _-275
789/356 _2.22
581/798 _0.73
135+246 _381
360*474 _170640
533-566 _-33
200/326 _0.61
347-987 _-640
112*213 _23856
543/421 _1.29
61-199 _-138
916*52 _47632
986/108 _9.13
765/78 _9.81
506+659 _1165
919+746 _1665
550*107 _58850
766/147 _5.21
903-675 _228
839-857 _-18
338*797 _269386
641-420 _221
347+161 _508
626-423 _203
61/828 _0.07
588-918 _-330
782*866 _677212
366-917 _-551
664+734 _1398
557*772 _430004
991*762 _755142
349*766 _267334
747+288 _1035
414/969 _0.43
897*137 _122889
155*269 _41695
117-658 _-541
852-577 _275
987/980 _1.01
467*64 _29888
590/477 _1.24
15-426 _-411
80/240 _0.33
987/990 _1.0
946-331 _615
177/401 _0.44
983/583 _1.69
1000/424 _2.36
653*717 _468201
682/940 _0.73
185/389 _0.48
326*147 _47922
670*358 _239860
47-522 _-475
212*906 _192072
740*296 _219040
803*237 _190311
270+808 _1078
564/397 _1.42
682/114 _5.98
409+264 _673
453-470 _-17
159/210 _0.76
612-893 _-281
47+689 _736
764+592 _1356
147*431 _63357
244/442 _0.55
985+785 _1770
275/328 _0.84
747-610 _137
403+609 _1012
29-432 _-403
673-816 _-143
735/478 _1.54
757/887 _0.85
325/734 _0.44
194*903 _175182
11+542 _553
995*818 _813910
860+474 _1334
541*525 _284025
658-509 _149
750/803 _0.93
406-251 _155
642/649 _0.99
891*161 _143451
496+64 _560
270*520 _140400
856*260 _222560
597+104 _701
75*762 _57150
891/211 _4.22
775/106 _7.31
846-798 _48
334*600 _200400
321+221 _542
807+989 _1796
917*481 _441077
582*237 _137934
777-669 _108
852-717 _135
607/946 _0.64
736*31 _22816
709+290 _999
992-173 _819
586-740 _-154
6+5 _11
912/938 _0.97
420/397 _1.06
787-542 _245
414+557 _971
795-209 _586
272/250 _1.09
348/447 _0.78
748*105 _78540
61*397 _24217
20*745 _14900
693/542 _1.28
806/85 _9.48
278/541 _0.51
652*189 _123228
965-683 _282
365*300 _109500
996*165 _164340
521-755 _-234
770-702 _68
421/797 _0.53
169+440 _609
134/134 _1.0
538/939 _0.57
431/298 _1.45
929+441 _1370
841+569 _1410
155-953 _-798
983+941 _1924
425+732 _1157
318/404 _0.79
50*344 _17200
455*123 _55965
873*199 _173727
599*823 _492977
816+822 _1638
37+805 _842
383*595 _227885
365*933 _340545
411-766 _-355
82+694 _776
296+483 _779
891*391 _348381
829/546 _1.52
815-391 _424
160+569 _729
869*978 _849882
269-926 _-657
327*376 _122952
566*959 _542794
43-986 _-943
118/375 _0.31
125+458 _583
61*523 _31903
641+840 _1481
956/526 _1.82
368*940 _345920
408*920 _375360
569*67 _38123
496-201 _295
411-112 _299
60+784 _844
295/289 _1.02
405*308 _124740
887-510 _377
940*530 _498200
703*570 _400710
305+152 _457
969+31 _1000
133*645 _85785
767-160 _607
163/446 _0.37
431/260 _1.66
991-426 _565
307-620 _-313
869-37 _832
805+985 _1790
121-509 _-388
146-281 _-135
174/494 _0.35
693+90 _783
221+417 _638
672/623 _1.08
848/296 _2.86
676/183 _3.69
134-675 _-541
345*558 _192510
742+208 _950
969/4 _242.25
242*801 _193842
867+33 _900
633+434 _1067
390-7 _383
528+793 _1321
111*870 _96570
